Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\24-104\24-104_DIA_7.d	H:\24-104\24-104_DIA_8.d	H:\24-104\24-104_DIA_9.d	H:\24-104\24-104_DIA_10.d	H:\24-104\24-104_DIA_11.d	H:\24-104\24-104_DIA_12.d
orf19.7057	orf19.7057	GUS1	GUS1		296305	263499	263606	158144	262486	259135
orf19.7059	orf19.7059	orf19.7059	orf19.7059		21123.4	19837.9	24065.5	32437.5	30227.4	33701.7
orf19.706	orf19.706	NMD3	NMD3		46904.9	46457.1	52411.3	36548.5	48062.1	54545.5
orf19.7060	orf19.7060	orf19.7060	orf19.7060			5134.28		4715.35		6782.09
orf19.7061	orf19.7061	orf19.7061	orf19.7061		7510.26	8794.31	11372.5	13791.6	14755.5	19193.2
orf19.7062	orf19.7062	RPA135	RPA135		69001.7	49002	58353.1	25400.4	29902.4	31355.4
orf19.7063	orf19.7063	THG1	THG1		9514.21	7342.57	8713.65	5766.03	6033.08	6764.65
orf19.7064	orf19.7064	GLN4	GLN4		213410	178050	184105	192616	240041	282903
orf19.7065	orf19.7065	PSF3	PSF3		46028.9	43878.3	60272.2	170963	138029	147338
orf19.7067	orf19.7067	orf19.7067	orf19.7067		52055.7	43213.2	49265.5	30098.7	43412.6	49335
orf19.7068	orf19.7068	MAC1	MAC1		26049.5	30163.4	19200.1	15406.8	15014.8	18847
orf19.7069	orf19.7069	orf19.7069	orf19.7069		95264	121060	143966	104629	81165.4	96038.8
orf19.707	orf19.707	APG7	APG7		4756.94	3402.17	3463.72	12717.6	18605	20165.5
orf19.7072	orf19.7072	PEL1	PEL1		52483.7	43733.8	51791.8	25101.8	33037.9	42589.4
orf19.7074	orf19.7074	orf19.7074	orf19.7074		24461.7	22436.7	25779.8	44078.9	39529.3	41141.9
orf19.7076	orf19.7076	GBP2	GBP2		85803.4	89450.1	80371.2	92818	79871	75775.8
orf19.7077	orf19.7077	orf19.7077	orf19.7077		14853.3	6743.26	8316.7	6424.08	6832.15	10598.9
orf19.7078	orf19.7078	orf19.7078	orf19.7078		4569.92	5219.97	4518.94	7748.3	7450.98	9701.93
orf19.7079	orf19.7079	orf19.7079	orf19.7079		10272.1	6915.31	8119.33	8788.23	12595.1	13478.6
orf19.708	orf19.708	orf19.708	orf19.708		5108.87	3621.09	5385.15	3960.07	3937.15	5019.85
orf19.7080	orf19.7080	LEU2	LEU2		210034	202728	215527	324461	305885	280171
orf19.7081	orf19.7081	SPL1	SPL1		425131	490255	544790	332174	276346	242241
orf19.7082	orf19.7082	orf19.7082	orf19.7082		12787.8	9917.01	12464.5	5561.63	13285.3	11838.6
orf19.7083	orf19.7083	DCC1	DCC1		9785.23	7295.44	8922.62	6437.5	8267.97	7860.9
orf19.7084	orf19.7084	DFI1	DFI1		82878.2	86481.9	82396.2	117374	103322	115758
orf19.7085	orf19.7085	orf19.7085	orf19.7085		123583	149337	175453	1.28357e+06	1.25513e+06	1.34633e+06
orf19.7086	orf19.7086	orf19.7086	orf19.7086		36653.5	29756.4	37113.4	24102.9	30095.1	36888.1
orf19.7088	orf19.7088	orf19.7088	orf19.7088		27434.1	32884	32455.6	31370.4	18886	22324.3
orf19.7089	orf19.7089	PMR1	PMR1		56655	40048.4	39205.7	33778.3	48301.4	56778.1
orf19.709	orf19.709	PUP2	PUP2		175842	190819	197420	432037	360950	329312
orf19.7091	orf19.7091	orf19.7091	orf19.7091		14659.7	8768.55	13370.2	6267.67	7112.21	15424.2
orf19.7092	orf19.7092	orf19.7092	orf19.7092		73124.7	71503.8	80236.3	99725.3	82784.8	69209.3
orf19.7095	orf19.7095	orf19.7095	orf19.7095		2260.6	2205.43	2342.1	895.673		
orf19.7096	orf19.7096	orf19.7096	orf19.7096		16139.8	17014.9	15013.2	16885.4	15876.9	11488.7
orf19.7097	orf19.7097	orf19.7097	orf19.7097		194686	209952	236251	345652	367485	300303
orf19.7098	orf19.7098	orf19.7098	orf19.7098		75731.1	94607.5	93780.5	71356.4	52477.8	59608.8
orf19.71	orf19.71	orf19.71	orf19.71		20913.8	18836.5	19385.7	38062.9	32125.8	41090.9
orf19.7100	orf19.7100	orf19.7100	orf19.7100		5479.31	3988.41	3827.19	3939.45	5620.47	5901.55
orf19.7101	orf19.7101	orf19.7101	orf19.7101		6679.77	4495.18	5398.55	4801.6	6657.19	7778.31
orf19.7106	orf19.7106	VPS70	VPS70		15301.3	15913.9	13502.6	87984.3	86826.6	76729.8
orf19.7107	orf19.7107	orf19.7107	orf19.7107		23617.1	21584.8	5080.41	2784.15	2023.14	10818.9
orf19.7108	orf19.7108	orf19.7108	orf19.7108		100989	89432.5	109429	104908	84647.1	104124
orf19.7109	orf19.7109	orf19.7109	orf19.7109		126736	83498.9	75851.2	71124.4	98379.1	80955.3
orf19.7110	orf19.7110	orf19.7110	orf19.7110		2892.25	3203.6	4709.56	5096.78	4992.64	6047.9
orf19.7111	orf19.7111	orf19.7111	orf19.7111		53371	60743.8	56079.6	106085	101862	89385.5
orf19.7111.1	orf19.7111.1	SOD3	SOD3		990263	462375	204105	655185	330082	353163
orf19.7115	orf19.7115	SAC7	SAC7		33185.1	31559.3	29749.7	57346.7	50618.1	56255.6
orf19.7116	orf19.7116	orf19.7116	orf19.7116		130296	134200	137437	119329	118094	108063
orf19.7118	orf19.7118	orf19.7118	orf19.7118		17723.9	17535.7	19510.7	22533.5	24937.6	23648.3
orf19.7119	orf19.7119	RAD3	RAD3		27768	23360.3	27158.5	46142.1	61893.8	66073.1
orf19.712	orf19.712	KIP1	KIP1		6041.6	4299.77	5257.04	5996.65	7757.41	7231.82
orf19.7123	orf19.7123	orf19.7123	orf19.7123							2732.7
orf19.7124	orf19.7124	RVS161	RVS161		270741	266456	288044	408441	344364	402443
orf19.7125	orf19.7125	orf19.7125	orf19.7125		1078.83	1509.57	1679.89			
orf19.713	orf19.713	orf19.713	orf19.713		433393	417740	430722	983194	1.0062e+06	809580
orf19.7131	orf19.7131	orf19.7131	orf19.7131		10230.8	9316.05	12829.9	5853.83	4979.68	4246.83
orf19.7136	orf19.7136	SPT6	SPT6		40388.8	32749.7	36603.8	25233.2	35588.6	41421.1
orf19.7139	orf19.7139	orf19.7139	orf19.7139		13300.5	14034	11763.7	21799.9	24528.7	19632.4
orf19.714	orf19.714	orf19.714	orf19.714		53656.8	48824.3	43540.3	43746.9	43148	84208.2
orf19.7140	orf19.7140	orf19.7140	orf19.7140		65176.9	76673.6	61068.1	131969	109037	111730
orf19.7141	orf19.7141	UFE1	UFE1		15118	21935.3	20053.9	20953.5	17009.3	19428.8
orf19.7144	orf19.7144	orf19.7144	orf19.7144		46136.4	35949.6	41855	77894.9	75868.3	78803.9
orf19.7149	orf19.7149	orf19.7149	orf19.7149		15433.8	17373.3	17924.6	11904.3	12170.1	18141.3
orf19.715	orf19.715	orf19.715	orf19.715		79823.2	47525.1	73436.7	46709.9	46666.8	49317.3
orf19.7150	orf19.7150	NRG1	NRG1		1459.51			1158.59	1158.16	923.62
orf19.7152	orf19.7152	orf19.7152	orf19.7152		116136	125249	122823	145675	115117	118858
orf19.7153	orf19.7153	orf19.7153	orf19.7153		38794.3	30232.8	36764.3	20133.1	25643.5	26684
orf19.7154	orf19.7154	UTP18	UTP18		37254	31149.6	33632.9	11747.9	16255.5	21518.3
orf19.7157	orf19.7157	orf19.7157	orf19.7157		641.84	3390.15		557.055	1075.44	3742.54
orf19.7159	orf19.7159	orf19.7159	orf19.7159		9592.07	9237.32	10565.4	10246.3	16487.6	15295.9
orf19.716	orf19.716	orf19.716	orf19.716		47115.6	51543.1	47037.6	75713.8	61683.8	55863.2
orf19.7160	orf19.7160	orf19.7160	orf19.7160		178141	176752	175891	121368	93897.7	107471
orf19.7161	orf19.7161	SUI3	SUI3		184685	163978	190439	157553	133010	127732
orf19.7163	orf19.7163	orf19.7163	orf19.7163		7727.91	8914.06	6314.39		2599.43	4495.37
orf19.7164	orf19.7164	orf19.7164	orf19.7164		5320.87	6348.33	7394.3	9047.17	6452.6	7180.95
orf19.7165	orf19.7165	MED9	MED9		6118	6893.6	7684.37	10302.2	8562.27	7747.44
orf19.7166	orf19.7166	orf19.7166	orf19.7166		22058.7	24225	26873.2	13752.8	14920.3	13218.9
orf19.717	orf19.717	HSP60	HSP60		2.30253e+06	2.4005e+06	2.65667e+06	2.58369e+06	2.33164e+06	1.90261e+06
orf19.7175	orf19.7175	HLJ1	HLJ1		106554	88060.1	85919.5	121433	103780	131393
orf19.7176	orf19.7176	NPT1	NPT1		46060.3	45835	52425.3	95783.1	91037.6	98992.7
orf19.7177	orf19.7177	KAP120	KAP120		22165.5	20811.7	22956.2	17807.9	28719.1	29119.2
orf19.7178	orf19.7178	PRE5	PRE5		234412	242715	214429	464347	422011	459382
orf19.7179	orf19.7179	orf19.7179	orf19.7179		115330	115534	102440	175888	158241	139055
orf19.7181	orf19.7181	orf19.7181	orf19.7181		5037.88	5247.35	5224.16	6195.6	10899.5	10762.7
orf19.7182	orf19.7182	orf19.7182	orf19.7182		48754.9	54365.5	49717.1	36355.2	36306.3	42551.9
orf19.7183	orf19.7183	orf19.7183	orf19.7183		30213.3	22852.6	17752.1	21179.6	23428.7	23986.4
orf19.7184	orf19.7184	orf19.7184	orf19.7184		1206.33	558.364			3257.02	3647.77
orf19.7185	orf19.7185	orf19.7185	orf19.7185		189097	192232	185007	285710	264679	259057
orf19.7186	orf19.7186	CLB4	CLB4		3729.33	3432.19	2544.57	5505.61	5876.85	8560.55
orf19.7187	orf19.7187	MAM33	MAM33		445083	449031	486611	900120	779032	751729
orf19.7188	orf19.7188	RPP1B	RPP1B		675653	830298	360926	852304	919297	839466
orf19.719	orf19.719	orf19.719	orf19.719		6249.86	5190.53	6210.2	25383.7	19960.7	19683.3
orf19.7190	orf19.7190	OGG1	OGG1		14470.2	13303.6	16177.6	25600.4	27090.9	33512.2
orf19.7193	orf19.7193	orf19.7193	orf19.7193		21704	15842	19049.2	22484.8	26779.3	29450
orf19.7194	orf19.7194	orf19.7194	orf19.7194		43533.9	40306	39672.8	24591.8	16321.8	21657
orf19.7195	orf19.7195	RAD6	RAD6		139797	112658	156829	309450	240547	206474
orf19.7196	orf19.7196	orf19.7196	orf19.7196		47382.2	58005.8	51819.9	160070	176752	162501
orf19.7197	orf19.7197	orf19.7197	orf19.7197		17978.8	18276	22476.1	7994.06	11597	10172.5
orf19.7198	orf19.7198	orf19.7198	orf19.7198		27464.6	31902.6	29547.3	20705.1	28834.4	24271.1
orf19.7199	orf19.7199	orf19.7199	orf19.7199		175214	204239	213790	191898	129436	142239
orf19.7200	orf19.7200	orf19.7200	orf19.7200		7526.31	9856.74	7385.25	7914.28	9875.11	9164.88
orf19.7201	orf19.7201	SLA2	SLA2		56174.5	45627	51610.5	45748.7	54417.2	64690.6
orf19.7202	orf19.7202	orf19.7202	orf19.7202		76749.1	69644.5	54506.2	43057.1	63940.9	138816
orf19.7203	orf19.7203	MRP7	MRP7		209925	209176	234495	104526	91999.1	84944.9
orf19.7204	orf19.7204	orf19.7204	orf19.7204		14572.9	17737	17895.9	34949.3	28586.2	33545.6
orf19.7206	orf19.7206	OCA6	OCA6		4856.87	4549.16	6121.85	8641.08	8537.85	8048.59
orf19.7207	orf19.7207	DOA4	DOA4		11536.3	9122.06	9767.65	20275.4	32020.5	35842.9
orf19.721	orf19.721	orf19.721	orf19.721		4413.29	6702.05	4962.84	4566.63	5217.91	5275.78
orf19.7210	orf19.7210	orf19.7210	orf19.7210		47077.4	51100.9	58631.1	187502	148708	193101
orf19.7212	orf19.7212	orf19.7212	orf19.7212		4736.66	6257.68	5201.29	6351.69	6433.74	10218.1
orf19.7213	orf19.7213	orf19.7213	orf19.7213		2604.3	3457.01	3605.81	3629.82	5927.86	6202.95
orf19.7214	orf19.7214	orf19.7214	orf19.7214		92095.5	99452.2	96952.1	133776	106680	110845
orf19.7215	orf19.7215	orf19.7215	orf19.7215		78305.2	71398.1	82204.8	47987.8	68343.9	71839.4
orf19.7215.3	orf19.7215.3	orf19.7215.3	orf19.7215.3		1.89812e+06	2.84233e+06	1.28567e+06	1.7975e+06	2.1937e+06	2.27095e+06
orf19.7216	orf19.7216	YPT52	YPT52		254244	255252	246451	351211	313755	336081
orf19.7217	orf19.7217	RPL4B	RPL4B		1.14119e+06	801749	826295	274633	367759	359284
orf19.7219	orf19.7219	FTR1	FTR1		45439	39080.9	44305.1	11837.4	14425.9	11072.3
orf19.7221	orf19.7221	SET3	SET3		21123.2	21922	27415	51582.2	43856.9	47628.1
orf19.7222	orf19.7222	PAM16	PAM16		94174.2	86805	91015.7	45281.3	38886.8	37386.3
orf19.7223	orf19.7223	orf19.7223	orf19.7223		1466.24	1534.89	2196.31	2063.19	2352.02	2356.91
orf19.7224	orf19.7224	orf19.7224	orf19.7224		39256.2	37574.3	36811.7	123466	116859	133268
orf19.7227	orf19.7227	orf19.7227	orf19.7227		145.074	285.546			405.972	2764.73
orf19.7229	orf19.7229	IML2	IML2		13143.4	11100.4	9894.39	8371.48	14399.9	15002.8
orf19.723	orf19.723	BCR1	BCR1		2457.06	3363.53	2551.66	1590.44	3166.04	3365.04
orf19.7232	orf19.7232	IRR1	IRR1		35067.4	29656.4	28671.5	35219.1	59517.1	56920.6
orf19.7234	orf19.7234	orf19.7234	orf19.7234		260080	270469	246417	300791	277447	294802
orf19.7235	orf19.7235	orf19.7235	orf19.7235		4659.53	3289.3	3548.09	3654.13	5380.96	4220.51
orf19.7236	orf19.7236	TIF35	TIF35		89985.8	91378.1	88518.3	91833.4	86572.8	90374.4
orf19.7237	orf19.7237	orf19.7237	orf19.7237		9584.15	8359.9	13449.4	13218.3	7494.41	10921.2
orf19.7238	orf19.7238	NPL3	NPL3		170095	151102	164155	105399	100111	87519.1
orf19.7239	orf19.7239	MDG1	MDG1		444135	451666	442858	516589	475941	461512
orf19.7242	orf19.7242	NCR1	NCR1		14983.7	11146.9	12557.5	20405.5	27875.5	30450.5
orf19.7243	orf19.7243	orf19.7243	orf19.7243		12283.5	11117.6	15328.1	7513.51	10336.8	13155.1
orf19.7244	orf19.7244	orf19.7244	orf19.7244		209315	212466	178341	142614	120109	170365
orf19.7245	orf19.7245	orf19.7245	orf19.7245		15486.6	18892.4	19710.1	4421.25	5178.15	4046.02
orf19.7247	orf19.7247	RIM101	RIM101		9856.57	16903.8	9985.56	80008.6	89846.6	99335.5
orf19.725	orf19.725	orf19.725	orf19.725		12736	13754.8	12781.2	22882.8	20712.9	23672.7
orf19.7250	orf19.7250	orf19.7250	orf19.7250		4738.42	10141.5	4230.03	7851.64	10844.9	2523.14
orf19.7251	orf19.7251	WSC4	WSC4		10559.6	8098	9261.56	9371.49	10403.6	6922.26
orf19.7254	orf19.7254	orf19.7254	orf19.7254		4410.52	3097.28	1883.45			
orf19.7255	orf19.7255	RPC10	RPC10		176047	196013	262487	128035	121484	128527
orf19.7256	orf19.7256	orf19.7256	orf19.7256		23948.1	32214.9	30653.6	11513.1	15146.7	12083.6
orf19.7258	orf19.7258	DDI1	DDI1		54205.1	53811.2	51920.3	273515	276811	272089
orf19.726	orf19.726	PPZ1	PPZ1		46225.1	33684.7	34277.8	30525.6	58983.7	47816.2
orf19.7260	orf19.7260	orf19.7260	orf19.7260		27361	25474.9	32293.2	14850	14193.1	10259.8
orf19.7261	orf19.7261	GDI1	GDI1		122908	108635	129418	173855	137640	168458
orf19.7263	orf19.7263	orf19.7263	orf19.7263		115256	108916	115876	191276	136879	167194
orf19.7264	orf19.7264	orf19.7264	orf19.7264		219371	151760	194922	379580	354476	399977
orf19.7265	orf19.7265	orf19.7265	orf19.7265		4652.8	5764.53	4895.35	5087.37	7236.01	4887.87
orf19.7267	orf19.7267	SAM35	SAM35		26031.4	20037.8	27677.4	37399.8	44896.6	51304
orf19.7269	orf19.7269	orf19.7269	orf19.7269		445294	401953	340661	516204	492538	505161
orf19.7279	orf19.7279	NIT2	NIT2		7889.33	10568.6	11694.6	9627.88	8016.26	9631.25
orf19.728	orf19.728	TSC11	TSC11		1733.67	1181.26	1001.24	1013.59	1680.09	1074.27
orf19.7281	orf19.7281	PDK2	PDK2		30252.7	37715.9	33431.7	47264.6	42832.7	46910.7
orf19.7282	orf19.7282	PEX13	PEX13		14997.6	22344.4	12941.6	19832.1	25118.5	33036.6
orf19.7284	orf19.7284	ASR2	ASR2		81864.8	80385.8	53365.7	28577.8	41607.7	77374
orf19.7285	orf19.7285	orf19.7285	orf19.7285		87732.6	81419.7	98038.2	121990	102668	109949
orf19.7286	orf19.7286	RPN7	RPN7		226126	216608	236166	595991	546348	709241
orf19.7288	orf19.7288	orf19.7288	orf19.7288		52597.6	32489.9	46917	71102.5	88876.9	131001
orf19.729	orf19.729	orf19.729	orf19.729		18800.6	9319.29	5981.23	14576.6	15300.3	11856.5
orf19.729.1	orf19.729.1	RGD3	RGD3		9530.68	5344.79	10176.8	12228.7	12965.4	10269.2
orf19.7290	orf19.7290	orf19.7290	orf19.7290		131101	148547	92851.5	165756	130782	136684
orf19.7291	orf19.7291	orf19.7291	orf19.7291		26070.5	24007.9	19720.6	9065.4	12853.4	16969.9
orf19.7292	orf19.7292	ARP2	ARP2		319707	262039	268435	345603	373761	407630
orf19.7293	orf19.7293	MPS1	MPS1		3376.42	3540.36	4072.61	14950.5	16810.8	17100.4
orf19.7295	orf19.7295	orf19.7295	orf19.7295		12218.5	12077.5	13904.9	17066.1	9860.07	10178.3
orf19.7296	orf19.7296	orf19.7296	orf19.7296		13498	10469.7	12621.8	20520.1	23058	36421.2
orf19.7297	orf19.7297	orf19.7297	orf19.7297		219916	224914	261770	277197	226448	258468
orf19.7298	orf19.7298	CHS2	CHS2		19477.3	15047.2	15072.6	12542.9	20541.3	22401.5
orf19.73	orf19.73	orf19.73	orf19.73		29820.1	23808.5	27145.7	15830.6	21168	24043.1
orf19.730	orf19.730;orf19.729.1	orf19.730	orf19.730		63370.2	61463	61588.1	78866.6	70247.5	93295.9
orf19.7304	orf19.7304	orf19.7304	orf19.7304		22873.5	21148.2	21361.2	38641.6	56107.3	63695
orf19.7306	orf19.7306	orf19.7306	orf19.7306		171085	157460	169078	289558	256921	286393
orf19.7307	orf19.7307	orf19.7307	orf19.7307		130954	91019.5	95032.2	65576	86190.9	131006
orf19.7308	orf19.7308	TUB1	TUB1		584904	537612	556130	882730	853618	1.03179e+06
orf19.731	orf19.731	EMP46	EMP46		37870.8	41390.6	63326.6	80931.1	54829.5	65014.9
orf19.7310	orf19.7310	orf19.7310	orf19.7310		35228.8	34119.6	29236.8	63154.1	57860.7	53313.8
orf19.7312	orf19.7312	ERG13	ERG13		467036	319078	400101	191910	193929	195592
orf19.7314	orf19.7314	CDG1	CDG1		19683.2	27107.7	27482.8	55201.8	47179	43582.1
orf19.7316	orf19.7316	orf19.7316	orf19.7316		34930.1	35097.3	32340.1	41700	19889.8	42038.2
orf19.7321	orf19.7321	orf19.7321	orf19.7321		18732.8	18360.8	19864.9	31119.5	31543	34131.2
orf19.7322	orf19.7322	orf19.7322	orf19.7322		293371	335862	358618	710950	530598	593851
orf19.7323	orf19.7323	CBP1	CBP1		59589.1	58786.8	59984.2	77522.4	107320	106861
orf19.7325	orf19.7325	SCO1	SCO1		174329	160828	176865	127177	108337	107910
orf19.7326	orf19.7326	orf19.7326	orf19.7326		50345	44178.7	41963.6	62765.5	76847.3	103163
orf19.7327	orf19.7327	PHO88	PHO88		466550	439197	444058	701514	616151	691123
orf19.7328	orf19.7328	orf19.7328	orf19.7328		107074	98134	95629.4	48101.7	65571	74065.8
orf19.7329	orf19.7329	orf19.7329	orf19.7329		53138	85717.9	146828	77111.9	62117.7	86917.3
orf19.7332	orf19.7332	ELF1	ELF1		105973	89203.1	96035.3	39142.4	46747	52638.1
orf19.7335	orf19.7335	PRE8	PRE8		226769	220256	238633	407508	309740	311266
orf19.7337	orf19.7337	orf19.7337	orf19.7337		4011.81	4063.89	3154.29	3739.74	3716.33	5200.06
orf19.734	orf19.6116;orf19.734	GLK1	GLK1		333215	332085	343015	516991	378396	436968
orf19.7341	orf19.7341	orf19.7341	orf19.7341		1207.16	2267.28	1145.93			1637.89
orf19.7341.1	orf19.7341.1	orf19.7341.1	orf19.7341.1		34955.1	29876.6	45408.5	37400.7	28643.5	29873.9
orf19.7343	orf19.7343	orf19.7343	orf19.7343		11935.9	11963.8	12189	11849.5	10485.6	13895.2
orf19.7344	orf19.7344	orf19.7344	orf19.7344		18706.8	16933.9	19869.6	24262.9	23247.7	27785.4
orf19.7345	orf19.7345	orf19.7345	orf19.7345		17647.9	17100.4	17042.2	20151.7	16363	27186.8
orf19.7347	orf19.7347	orf19.7347	orf19.7347		31373.3	19707.4	25626.9	41031.4	43745.2	33064.9
orf19.7349	orf19.7349	CHS4	CHS4		51896.8	49478.3	57707.3	76061	71023.8	76737.3
orf19.7350	orf19.7350	RCT1	RCT1		84020.2	76921.8	92269.8	95789.3	94672.1	69118
orf19.7353	orf19.7353	orf19.7353	orf19.7353		4921.53	3455.99	3077.75	4925.12	5125.03	6510.57
orf19.7354	orf19.7354	LAC1	LAC1		3078.16	2501.66	3756.49	1903.09	1274.59	1571.38
orf19.7355	orf19.7355	SSN8	SSN8		2505.74	2481.54	2029.03	1794.69	3014.01	6097.99
orf19.7357	orf19.7357	orf19.7357	orf19.7357		103116	77581.8	94019.2	83248.9	90823.3	118196
orf19.7358	orf19.7358	SAM50	SAM50		22553.3	20987.2	24122.5	10901	13073.7	13759.2
orf19.7359	orf19.7359	CRZ1	CRZ1		6940.59	7382.07	5515.55	9516.62	9376.9	6251.62
orf19.736	orf19.736	SRB8	SRB8		14542.1	12102.4	14706.8	17483	25898.4	29191.5
orf19.7360	orf19.7360	orf19.7360	orf19.7360		2623.67		1584.02			
orf19.7361	orf19.7361	orf19.7361	orf19.7361		2288.23	1773.92	1912.98	1371.01	2355.36	2309.62
orf19.7363	orf19.7363	KRE6	KRE6		28987.5	31949.7	30400.2	18265.6	22790.1	16773.4
orf19.7364	orf19.7364	orf19.7364	orf19.7364		13495.3	7496.84		3115.69	4392.15	15078.5
orf19.7365	orf19.7365	orf19.7365	orf19.7365		6197.57	7307.55	6967.47	15044	11872.6	14243.6
orf19.7366	orf19.7366	orf19.7366	orf19.7366		5302.67	5869.12	5339.76	4186.41	2379.15	2481.48
orf19.7367	orf19.7367	UBP1	UBP1		51503.7	42760.8	47343.1	57331.8	77787	81883.9
orf19.7368	orf19.7368	orf19.7368	orf19.7368		80418.1	96693.8	101630	94775.9	69821.1	76813.8
orf19.7369	orf19.7369	TRM12	TRM12		9472.51	7300.92	10440.3	6384.02	7255.51	6914.63
orf19.7370	orf19.7370	orf19.7370	orf19.7370		7052.17	3850.65	7638.02	4867.89	6653.18	6476.29
orf19.7371	orf19.7371	ZCF35	ZCF35		1412.55	6049.32	3856.11	4845.49	7813.69	6818.79
orf19.7372	orf19.7372	MRR1	MRR1		9414.52	7101.02	10640.1	14225.9	19638.1	23501.8
orf19.7374	orf19.7374	CTA4	CTA4		14589.2	12195.7	13646.5	10749.7	14261.9	17981.4
orf19.7375	orf19.7375	orf19.7375	orf19.7375		20227.1	17089.3	21038.6	23871.8	20957.3	35507.5
orf19.7376	orf19.7376	orf19.7376	orf19.7376		935.511	616.562	441.218			
orf19.7377	orf19.7377	ASE1	ASE1		2423.38	1791.8	2566.32	2612.82	2618.63	4333
orf19.7378	orf19.7378	orf19.7378	orf19.7378		106237	100674	111872	142541	84876.5	102326
orf19.738	orf19.738	MYO5	MYO5		56229.6	43138.2	46194	39094.1	53973.7	61785.2
orf19.7380	orf19.7380	orf19.7380	orf19.7380		7556.72	7324.64	3985.64	16574.6	12532.7	14423.9
orf19.7381	orf19.7381	AHR1	AHR1		2612.24	3341.68	3736.75	2390.7	2739.86	2874.01
orf19.7382	orf19.7382;orf19.2651	CAM1	CAM1		1.39732e+06	1.11568e+06	1.19333e+06	657274	888090	1.0582e+06
orf19.7383	orf19.7383	MNN9	MNN9		94498.5	78763	93655	51699.8	62387.1	56443.4
orf19.7384	orf19.7384	NOG1	NOG1		167305	126317	147453	55677.8	85583.1	79873.9
orf19.7386	orf19.7386	orf19.7386	orf19.7386		70333.5	56950.2	53436.2	27173	27491.1	31822.2
orf19.7387	orf19.7387	ELP3	ELP3		44300.9	40545.4	30386.2	27703.7	33210.7	37664.7
orf19.7388	orf19.7388	PBS2	PBS2		67794.1	71845.1	65460.4	64589.2	88454.2	74852.3
orf19.7391	orf19.7391	OCH1	OCH1		16098.7	14036.6	15829.8	11241.7	8569.79	15089.2
orf19.7392	orf19.7392	DED1	DED1		370646	329724	342629	264272	229147	273694
orf19.7393	orf19.7393	orf19.7393	orf19.7393		11749.6	8675.74	10367.1	11765.9	14645.7	19447
orf19.7394	orf19.7394	GDA1	GDA1		159175	136823	140952	89876.7	87138.7	80618.9
orf19.7397	orf19.7397	orf19.7397	orf19.7397		1758.61	1711.6	1120.3		1416.95	1826.94
orf19.7397.1;orf19.7424	orf19.7397.1;orf19.7424	NSA2;orf19.7397.1	NSA2;orf19.7397.1		102513	91161.1	113394	48149.8	51133.5	68343.5
orf19.7398.1;orf19.7417	orf19.7417;orf19.7398.1	TSA1;TSA1B	TSA1;TSA1B		1.6431e+06	1.71113e+06	1.90978e+06	2.97556e+06	3.10368e+06	2.27385e+06
orf19.74	orf19.74	SEC5	SEC5		21278.9	20056.4	20286.1	19681	27555.9	32415.7
orf19.740	orf19.740	HAP41	HAP41			1031.45		676.298		4125.9
orf19.7400	orf19.7400	ALS7	ALS7			2949.97		4749.74		29709.6
orf19.7401	orf19.7401	ISW2	ISW2		21302.8	16358.9	17715.6	15787.7	19830.4	24027
orf19.7402	orf19.7402	DOT1	DOT1		15871.8	13583.8	15614.5	13974.8	14740.6	17990.2
orf19.7403	orf19.7403	orf19.7403	orf19.7403		9273.33	7866.94	8206.01	10345.1	10096.9	10214.9
orf19.7404	orf19.7404	orf19.7404	orf19.7404		78047	70182.1	72876.5	43096.2	46580.4	43184.5
orf19.7405	orf19.7405	orf19.7405	orf19.7405		7601.27	7736.98	9631.42	11599.7	19240.3	17497.5
orf19.7406	orf19.7406	orf19.7406	orf19.7406		11775.6	11537.3	11708.7	8099.4	10731.1	12099.4
orf19.7409	orf19.7409	ERV25	ERV25		109112	91486.5	95946.6	79501.2	68539.8	83987.1
orf19.7409.1	orf19.7409.1	orf19.7409.1	orf19.7409.1		89339.1	44824.2	74635.9	15768.8	24374	41617.3
orf19.7410	orf19.7410	CYM1	CYM1		40414.6	41206	41720.1	51914.5	44765.5	56923.5
orf19.7412	orf19.7412	MUB1	MUB1		3984.19	3965.78	4774.33	12861.7	17319.2	21891.9
orf19.7413	orf19.7413	MMS21	MMS21		32229.6	35664.9	33308.2	42253.8	32541.7	37922.9
orf19.7414	orf19.7414	ALS6	ALS6		1660.49	959.801	1745.44	1310.62	1302.83	1033.08
orf19.7419	orf19.7419	HNT2	HNT2		6289.51	5858.05	8394.52	5099.63	4928.37	5500.51
orf19.742	orf19.742	ALD6	ALD6		11942.4	13299.4	11910.8	65116	63660.6	86205.8
orf19.7420	orf19.7420;orf19.7397.3	orf19.7420	orf19.7420		29331.9	29334.2	31691.5	57841.7	52213.3	55297.5
orf19.7421	orf19.7421	CYP5	CYP5		427793	406240	426118	1.08646e+06	986782	885704
orf19.7422	orf19.7422	orf19.7422	orf19.7422		40915.8	54005.4	44317	69257.4	58080.4	45377.8
orf19.7425	orf19.7425	orf19.7425	orf19.7425		20126.5	12440.9	14396.6	11542.2	13994.8	13297.4
orf19.7426	orf19.7426	orf19.7426	orf19.7426		16193.1	17172.1	18078.6	18666	23268.8	25516.8
